sid,sname,date,punishment_amount,punishment_type,conductor,object
002359,*ST北讯,2015-08-18,23.8700万元,罚款，行政处罚,中国证券监督管理委员会,魏德善
002359,*ST北讯,2015-06-04,28.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会山东监管局,本公司，公司相关责任人赵长水，吕清明，刘丽丽，成文永，曲玲，刘海燕
002359,*ST北讯,2015-05-08,--,公开谴责，通报批评,深圳证券交易所,本公司，原控股股东齐星集团有限公司，原实际控制人兼时任董事长赵长水，时任董事兼总经理吕清明，时任财务负责人刘丽丽，时任董事兼董事会秘书刘海燕，时任董事杨东，时任董事赵强，时任董事周传升，独立董事权玉华，时任独立董事仇锐，时任独立董事李云武，监事张诚，监事张婷，时任监事成文永，时任副总经理张永杰
002360,同德化工,2018-08-20,--,通报批评,深圳证券交易所,本公司，河曲县华城房地产开发有限公司，时任本公司董事、副总经理张烘，时任本公司董事长、实际控制人张云升，时任本公司董事、总经理、董事会秘书邬庆文，时任本公司财务总监金富春
002360,同德化工,2017-12-05,--,责令改正，行政处罚，其他,中国证券监督管理委员会山西监管局,本公司
002362,汉王科技,2013-12-21,40.0000万元,罚款，警告,中国证券监督管理委员会,本公司，刘迎建，张学军
002363,隆基机械,2020-04-01,--,其他,中国证券监督管理委员会山东监管局,本公司，时任董事张乔敏，时任董事张海燕，时任董事张超，时任董事朱少华，高级管理人员刘玉里
002364,中恒电气,2021-03-12,20.0000万元,罚款，责令改正，行政处罚,中国证券监督管理委员会,公司董事长朱国锭
002364,中恒电气,2020-03-08,--,通报批评,深圳证券交易所,本公司，公司董事长朱国锭，公司总经理、代董事会秘书赵大春
002364,中恒电气,2020-03-07,--,其他,中国证券监督管理委员会浙江监管局,本公司，总经理、代董事会秘书赵大春
002364,中恒电气,2019-11-26,--,其他,中国证券监督管理委员会浙江监管局,实际控制人朱国锭先生及其一致行动人包晓茹女士
002364,中恒电气,2019-09-19,--,通报批评,深圳证券交易所,公司实际控制人、董事长朱国锭，一致行动人包晓茹
002365,永安药业,2016-11-28,--,其他,中华人民共和国天津出入境检验检疫局,公司全资子公司永安康健药业(武汉)有限公司
002365,永安药业,2016-10-18,--,警告,中国证券监督管理委员会湖北监管局,公司股东深圳市上元资本管理有限公司
002365,永安药业,2015-05-19,10.0000万元,罚款，行政处罚,潜江市环境保护局,本公司
002365,永安药业,2013-10-25,--,警告,中国证券监督管理委员会湖北监管局,本公司
002365,永安药业,2012-05-12,380.0000万元,行政处罚，罚款,湖北省环境保护厅,本公司
002366,台海核电,2021-02-27,--,其他,中国证券监督管理委员会四川监管局,本公司，公司董事长王雪欣，公司董事兼总经理孙录友，公司董事会秘书马明，公司财务总监孙军
002366,台海核电,2020-11-19,--,通报批评,深圳证券交易所,本公司，董事长王雪欣，董事兼总经理孙录友，董事会秘书马明，财务总监孙军
002366,台海核电,2020-04-11,--,责令改正,中国证券监督管理委员会四川监管局,本公司
002366,台海核电,2019-08-28,--,其他,中国证券监督管理委员会四川监管局,本公司，公司控股股东烟台市台海集团有限公司，公司实际控制人兼董事长王雪欣，公司董事会秘书马明
002366,台海核电,2016-08-18,--,通报批评,深圳证券交易所,本公司;王雪欣，台海玛努尔核电设备股份有限公司董事长兼总经理;王盛义，台海玛努尔核电设备股份有限公司财务负责人
002368,太极股份,2020-07-07,--,通报批评,深圳证券交易所,本公司高级管理人员冯国宽
002369,卓翼科技,2020-09-10,--,责令改正,中国证券监督管理委员会深圳监管局,本公司
002369,卓翼科技,2019-07-18,--,通报批评,深圳证券交易所,本公司，公司董事长兼时任财务负责人昌智，公司董事兼总经理陈新民，公司财务负责人谢从雄
002369,卓翼科技,2019-06-15,--,责令改正,中国证券监督管理委员会深圳监管局,本公司
002370,亚太药业,2020-05-11,--,通报批评,深圳证券交易所,本公司，本公司董事长陈尧根，本公司时任董事任军
002375,亚厦股份,2013-12-04,--,通报批评,深圳证券交易所,董事长丁海富，监事王震
002376,新北洋,2018-09-07,--,其他,中国证券监督管理委员会山东监管局,本公司
002377,国创高新,2021-02-10,--,责令改正,中国证券监督管理委员会湖北监管局,本公司，公司控股股东国创高科实业集团有限公司
002377,国创高新,2020-11-25,30.0000万元,罚款，行政处罚,珠海市市场监督管理局,公司下属深圳市大数云房网络科技有限公司珠海分公司
002377,国创高新,2015-01-09,15.0000万元,罚款，行政处罚，责令整改,成都市环境保护局,公司子公司四川国创兴路沥青材料有限公司
002377,国创高新,2014-06-18,--,其他,中国证券监督管理委员会湖北监管局,董事长高庆寿，总经理高涛，总会计师钱静，董事会秘书彭雅超
002379,宏创控股,2016-07-01,--,通报批评,深圳证券交易所,本公司，公司控股股东、董事长于荣强，董事兼总经理张河涛，财务总监韩妹芳
002379,宏创控股,2014-03-31,--,通报批评,深圳证券交易所,西宁城市投资管理有限公司
002384,东山精密,2018-08-28,155.9200万元,罚款，行政处罚，其他,苏州市虎丘区环境保护局,本公司高新区分公司
002386,天原股份,2017-09-28,1601.8100万元,罚款，行政处罚,国家发展与改革委员会,本公司
002387,维信诺,2017-11-30,--,责令改正,中国证券监督管理委员会广东监管局,本公司
002388,新亚制程,2012-09-10,--,通报批评,深圳证券交易所,许伟明，张东娇，闻明，罗然，徐冰，深圳市新亚电子制程股份有限公司
002389,航天彩虹,2020-11-10,--,其他,深圳证券交易所,本公司
002390,信邦制药,2013-05-20,--,通报批评,深圳证券交易所,本公司，董事长兼总经理张观福，董事会秘书孔令忠
002392,北京利尔,2021-03-05,--,其他,中国证券监督管理委员会北京监管局,公司董事长，公司总经理，公司董事会秘书，公司财务总监
002392,北京利尔,2021-03-05,--,其他,深圳证券交易所,本公司
002392,北京利尔,2021-03-05,--,其他,深圳证券交易所,本公司1
002392,北京利尔,2021-03-05,--,其他,深圳证券交易所,本公司2
002392,北京利尔,2016-07-11,--,通报批评,深圳证券交易所,本公司，赵继增，北京利尔高温材料股份有限公司董事长，牛俊高，北京利尔高温材料股份有限公司常务副董事长兼总裁，郭鑫，北京利尔高温材料股份有限公司财务总监，张建超，北京利尔高温材料股份有限公司副总裁兼董事会秘书
002395,双象股份,2016-04-29,--,通报批评,深圳证券交易所,时任董事王春龙
002396,星网锐捷,2017-06-14,--,公开谴责,深圳证券交易所,公司股东FINETINVESTMENTLIMITED
002397,梦洁股份,2017-08-01,--,通报批评,深圳证券交易所,本公司，公司董事兼总经理李箐，公司财务总监龙翼
002400,省广集团,2019-08-17,--,公开谴责,深圳证券交易所,公司股东祝卫东
002400,省广集团,2019-04-18,--,其他,中国证券监督管理委员会广东监管局,本公司
002400,省广集团,2018-08-23,--,通报批评,深圳证券交易所,本公司，时任本公司董事长陈钿隆，时任本公司总经理兼副董事长何滨，时任本公司财务总监陈列波
002403,爱仕达,2013-12-19,12.7700万元,罚款,中国证券监督管理委员会,王永进
002404,嘉欣丝绸,2018-12-26,60.0000万元,罚款，行政处罚,中国证券监督管理委员会浙江监管局,公司控股股东、董事长周国建
002404,嘉欣丝绸,2016-01-15,546.0000万元,罚款，警告，行政处罚，其他,中国证券监督管理委员会,公司持股5%以上股东浙江凯喜雅国际股份有限公司
002407,多氟多,2015-07-22,--,警告，其他,中国证券监督管理委员会河南监管局,本公司，公司董事长李世江，总经理侯红军，董事会秘书陈相举，财务总监程立静
002408,齐翔腾达,2018-08-23,--,责令改正，其他,中国证券监督管理委员会山东监管局,本公司，董事长车成聚，董事会秘书祝振茂
002410,广联达,2014-10-22,102.1700万元,罚款，警告,中国证券监督管理委员会,鞠成立，沃克森(北京)国际资产评估有限公司，时任沃克森评估公司评估三部主任李文军，时任沃克森评估公司副总经理黄立新
002411,延安必康,2020-11-03,--,责令改正,中国证券监督管理委员会陕西监管局,本公司
002411,延安必康,2020-11-03,--,其他,中国证券监督管理委员会陕西监管局,本公司，公司董事长谷晓嘉，公司财务负责人董文
002411,延安必康,2020-10-16,267.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会陕西监管局,本公司，时任延安必康控股股东新沂必康新医药产业综合体投资有限公司董事长、延安必康全资子公司陕西必康制药集团控股有限公司董事长、公司实际控制人李宗松，时任延安必康监事会主席、董事长谷晓嘉，时任延安必康董事、副董事长、总裁香兴福，时任延安必康董事长、董事周新基，时任延安必康副总裁、财务负责人、董事伍安军，时任延安必康财务负责人、副总裁董文，时任延安必康副总裁、董事会秘书苏熳，时任延安必康副总裁、董事会秘书陈兵，时任延安必康副董事长刘欧，时任延安必康副总裁刘玉明，时任延安必康副总裁、副董事长雷平森，时任延安必康独立董事黄辉，时任延安必康独立董事杜杰，时任延安必康独立董事柴艺娜，时任延安必康董事杜琼，时任延安必康董事邓青，时任延安必康董事、总经理、副总裁朱建军，时任延安必康董事、常务副总经理、副总裁夏建华，时任延安必康副总裁郭军，时任延安必康监事会主席李京昆，时任延安必康监事陈俊铭，时任延安必康监事郑少刚，时任延安必康职工监事邵海泉，时任延安必康副总裁何宇东，时任延安必康财务负责人王兆宇
002411,延安必康,2020-03-12,--,其他,中国证券监督管理委员会陕西监管局,本公司，公司时任董事长谷晓嘉，公司总经理香兴福，公司董事会秘书苏熳
002411,延安必康,2020-03-08,--,通报批评,深圳证券交易所,本公司，公司董事长谷晓嘉，公司总经理香兴福，公司董事会秘书苏熳
002411,延安必康,2020-01-03,--,通报批评,深圳证券交易所,公司实际控制人李宗松，公司董事长、实际控制人的配偶谷晓嘉，公司控股股东新沂必康新医药产业综合体投资有限公司，公司实际控制人的一致行动人陕西北度新材料科技有限公司，原持股5%以上股东上海萃竹股权投资管理中心(有限合伙)，持股5%以上股东、董事周新基
002411,延安必康,2019-05-18,--,其他,中国证券监督管理委员会陕西监管局,公司控股股东新沂必康新医药产业综合体投资有限公司，公司股东周新基，公司股东上海萃竹股权投资管理中心(有限合伙)
002412,汉森制药,2017-07-17,--,通报批评,深圳证券交易所,公司控股股东新疆汉森股权投资管理有限合伙企业
